Year,Type,Activity,Sex ,Injury,Fatal (Y/N),Ages
1907,Unprovoked,Bathing,M,FATAL,Y,Industrial
1907,Unprovoked,Fishing,M,"Leg severely bitten, surgically amputated",N,Industrial
1907,Unprovoked,"Net fishing, fell into the water",M,FATAL,Y,Industrial
1906,Unprovoked,Fishing,M,Leg bitten,N,Industrial
1906,Unprovoked,,M,Buttock bitten,N,Industrial
1906,Unprovoked,Swimming,M,FATAL,Y,Industrial
1906,Unprovoked,Diving,M,Arm severed,N,Industrial
1906,Unprovoked,Swimming,M,FATAL,Y,Industrial
1906,Unprovoked,Swimming,M,Thumb & index finger of left hand severed,N,Industrial
1906,Unprovoked,Swimming,M,FATAL,Y,Industrial
1906,Unprovoked,Swimming,M,FATAL,Y,Industrial
1906,Provoked,Fishing,M,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N,Industrial
1906,Unprovoked,Diving around anchored liner,M,Leg severed. Injury originally thought due to boat's propeller,N,Industrial
1906,Unprovoked,Fell overboard,M,FATAL,Y,Industrial
1906,Unprovoked,Swimming,M,FATAL,Y,Industrial
1906,Unprovoked,Hard hat diving,M,FATAL,Y,Industrial
1906,Provoked,Shooting sharks ,M,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N,Industrial
1906,Unprovoked,Diving for beche-de-mer ,M,FATAL,Y,Industrial
1906,Provoked,The schooner Tahitienne foundered in a hurricane,M,FATAL x 2,Y,Industrial
1906,Unprovoked,Bathing,M,FATAL,Y,Industrial
1906,Unprovoked,Washing horses,M,"FATAL, hips & thigh bitten ",Y,Industrial
1905,Unprovoked,Floating or standing,M,"FATAL, left torso, buttocks, thigh & foot bitten ",Y,Industrial
1905,Unprovoked,Swimming,M,FATAL. Shark involvement suspected but not confirmed,Y,Industrial
1905,Unprovoked,Swimming from naptha launch after a day of fishing,M,3 toes of right foot were severed,N,Industrial
1905,Unprovoked,Bathing,M,Leg bitten,N,Industrial
1905,Unprovoked,Wading,M,Body not recovered FATAL,Y,Industrial
1905,Unprovoked,Fishing,M,FATAL,Y,Industrial
1905,Unprovoked,Swimming,M,Lacerations to back & right leg,N,Industrial
1905,Unprovoked,Swimming,M,"FATAL, thigh bitten, femoral artery severed  ",Y,Industrial
1905,Unprovoked,Bathing,M,Righ thigh severely bitten,N,Industrial
1904,Unprovoked,Bathing alongside US Naval ship,M,Foot bitten,N,Industrial
1904,Unprovoked,Fell overboard,M,FATAL,Y,Industrial
1904,Unprovoked,Lost his footing & fell overboard,M,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,Industrial
1904,Unprovoked,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,"FATAL, shark pulled them off hull of boat  ",Y,Industrial
1904,Unprovoked,Sailing,M,No injury,N,Industrial
1904,Unprovoked,Swimming,M,"FATAL, body not recovered",Y,Industrial
1904,Unprovoked,Swimming,M,FATAL x 4. Afterwards metal mesh nets were installed,Y,Industrial
1904,Unprovoked,Swimming after his hat,M,FATAL,Y,Industrial
1904,Unprovoked,Swimming,M,FATAL,Y,Industrial
1904,Unprovoked,Bathing,M,FATAL,Y,Industrial
1904,Unprovoked,Bathing,M,Left arm bitten,N,Industrial
1904,Unprovoked,Swimming,M,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y,Industrial
1903,Unprovoked,Fell overboard,M,FATAL,Y,Industrial
1903,Unprovoked,Fishing,M,Lacerations to right arm & shoulder,N,Industrial
1903,Unprovoked,"Swimming, after falling overboard",M,"Right leg bitten, surgically amputated",N,Industrial
1903,Unprovoked,Swimming,M,FATAL,Y,Industrial
1903,Unprovoked,Bathing,M,FATAL x 3,Y,Industrial
1903,Unprovoked,Suicide,M,Jumped off cliff,Y,Industrial
1903,Unprovoked,Swimming,M,FATAL,Y,Industrial
1903,Unprovoked,,M,FATAL,Y,Industrial
1903,Unprovoked,Sponge diving,M,FATAL,Y,Industrial
1903,Unprovoked,Fishing,M,"FATAL, remains (foot) recovered from shark 2 days later",Y,Industrial
1902,Unprovoked,Swimming,M,FATAL,Y,Industrial
1902,Unprovoked,Swimming,M,FATAL,Y,Industrial
1902,Unprovoked,Fishing,M,Severe laceration to hand,N,Industrial
1902,Unprovoked,Swimming,M,FATAL,Y,Industrial
1902,Provoked,Fishing,M,"No injury to occupants, shark grabbed anchor rope & towed boat",N,Industrial
1902,Unprovoked,Catching crabs,M,"FATAL, both arms severed  ",Y,Industrial
1902,Provoked,Fishing,M,Face & arms injured by hooked shark PROVOKED INCIDENT ,N,Industrial
1902,Provoked,Swimming,M,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,Industrial
1902,Unprovoked,,M,"""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N,Industrial
1902,Unprovoked,Sponge diving,M,Bitten on hand and thigh,N,Industrial
1902,Provoked,Standing on ship deck,M,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N,Industrial
1902,Unprovoked,Dangling feet in the water,M,FATAL,Y,Industrial
1902,Unprovoked,Swimming,M,Legs bitten,N,Industrial
1901,Unprovoked,Bathing,M,Lacerations to torso & thigh,N,Industrial
1901,Unprovoked,Taking catch from a fish weir in which the shark was snared,M,Right thigh bitten ,N,Industrial
1901,Unprovoked,Swimming,M,"FATAL, bitten on arms, chest & legs",Y,Industrial
1901,Unprovoked,Swimming,M,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,Industrial
1901,Unprovoked,Swimming,M,"Left thigh stripped of flesh 4"" above the knee ",N,Industrial
1901,Unprovoked,Bathing,M,"Thigh bitten, FATAL",Y,Industrial
1901,Unprovoked,Bathing,M,Abdomen bitten,N,Industrial
1900,Unprovoked,Bathing,M,FATAL,Y,Industrial
1900,Unprovoked,Swimming,M,"FATAL, legs severed",Y,Industrial
1900,Unprovoked,Swimming,M,Laceration to right leg,N,Industrial
1900,Unprovoked,Floating,M,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,Industrial
1900,Unprovoked,Bathing,M,Left hand lacerated,N,Industrial
1900,Unprovoked,Swimming,M,FATAL,Y,Industrial
1900,Unprovoked,"Standing, gathering oysters",M,Right posterior thigh bitten,N,Industrial
1900,Unprovoked,,M,Severe abrasion when shark swam between his legs,N,Industrial
1900,Unprovoked,Swimming,M,Leg severed,N,Industrial
1899,Unprovoked,Fell into the water,M,bite to lower leg,N,Industrial
1899,Unprovoked,Diving,M,Lacerations to head,N,Industrial
1899,Unprovoked,Sponge diving,M,FATAL,Y,Industrial
1899,Unprovoked,Swimming,M,FATAL,Y,Industrial
1899,Provoked,Hunting sharks,M,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,Industrial
1899,Unprovoked,Swimming,M,FATAL,Y,Industrial
1899,Unprovoked,Floating on his back,M,Back muscles torn away,N,Industrial
1899,Unprovoked,Bathing,M,"Forearm, wrist & hand bitten",N,Industrial
1899,Unprovoked,Bathing,M,Left leg bitten,N,Industrial
1899,Unprovoked,Fell overboard ,M,FATAL,Y,Industrial
1899,Provoked,Fishing,M,Multiple injuries from boated shark PROVOKED INCIDENT,N,Industrial
1899,Unprovoked,Bathing,M,FATAL,Y,Industrial
1899,Unprovoked,Dangling feet in the water,M,Foot severed ,N,Industrial
1899,Provoked,Rowing,M,No injury to occupants. shark bit oar,N,Industrial
1899,Unprovoked,Hunting crayfish,M,Leg bitten,N,Industrial
1898,Unprovoked,Fell oveboard,M,FATAL,Y,Industrial
1898,Unprovoked,Jumped overboard,M,FATAL,Y,Industrial
1898,Unprovoked,Diving,M,Lacerations to hand from shark trapped inside diving bell. ,N,Industrial
1898,Unprovoked,Diving,M,Lacerations to fingers,N,Industrial
1898,Unprovoked,Swimming,M,Laceration to thigh,N,Industrial
1898,Unprovoked,Swimming at side of small boat,M,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,Industrial
1898,Unprovoked,Standing,M,FATAL,Y,Industrial
1898,Unprovoked,Swimming,M,FATAL,Y,Industrial
1898,Unprovoked,boat from City of Naples capsized,M,FATAL,Y,Industrial
1898,Provoked,The cutter Francis Adams foundered,M,Lacerations to thigh,N,Industrial
1898,Unprovoked,Fishing (Seining),M,Lacerations to left hand,N,Industrial
1898,Unprovoked,13 men in the water after sailboat capsized & sank,M,"FATAL, 7 survived but 6 were taken by sharks",Y,Industrial
1898,Unprovoked,Trailing hand in the water,F,"Hand lacerated, 2 fingers severed",N,Industrial
1898,Unprovoked,Attempting to escape by swimming to shore,M,"FATAL, 4 were killed by sharks, 1 survived",Y,Industrial
1898,Unprovoked,,M,Lacerations,N,Industrial
1898,Unprovoked,Diving for coins,M,FATAL,Y,Industrial
1898,Provoked,Loss of the schooner Nomad,M,FATAL,Y,Industrial
1897,Provoked,Angling,M,Hooked shark bit his leg PROVOKED INCIDENT,N,Industrial
1897,Provoked,Fishing,M,Lacerations to hand by netted shark PROVOKED INCIDENT,N,Industrial
1897,Unprovoked,Standing,M,Lacerations to lower leg,N,Industrial
